Day  ,JD  ,Month  ,State_id  ,Year  ,PRCP (in),SNOW (in),TAVE (F),TMAX (F),TMIN (F) 
16,16,1,'212142',1967,0.09,3,1,14,-12 
17,17,1,'212142',1967,0,0.5,-20,-12,-28 
18,18,1,'212142',1967,0,0,-22,-1,-42 
19,19,1,'212142',1967,0,0,-11,0,-21 
20,20,1,'212142',1967,0,0,12,24,-1 
21,21,1,'212142',1967,0,0,22,33,10 
22,22,1,'212142',1967,0,0,26,33,18 
23,23,1,'212142',1967,0,0,17,34,0 
24,24,1,'212142',1967,0,0,8,15,1 
25,25,1,'212142',1967,0,0,4,15,-7 
26,26,1,'212142',1967,0,0,-3,16,-22 
27,27,1,'212142',1967,0,0,3,22,-16 
28,28,1,'212142',1967,0,0,6,20,-9 
29,29,1,'212142',1967,0.1,3,18,21,14 
30,30,1,'212142',1967,0,0,22,25,18 
31,31,1,'212142',1967,0.03,1,15,24,5 
1,32,2,'212142',1967,0,0,-3,5,-11 
2,33,2,'212142',1967,0,0,-10,8,-27 
3,34,2,'212142',1967,0,0,21,37,5 
4,35,2,'212142',1967,0,0,22,37,6 
5,36,2,'212142',1967,0,0,-2,7,-10 
6,37,2,'212142',1967,0,0,-16,5,-37 
7,38,2,'212142',1967,0,0,4,11,-3 
8,39,2,'212142',1967,0,0,4,21,-13 
9,40,2,'212142',1967,0,0,14,29,-1 
10,41,2,'212142',1967,.,.,10,27,-7 
11,42,2,'212142',1967,.,.,-15,-5,-25 
12,43,2,'212142',1967,0,0,-11,9,-31 
13,44,2,'212142',1967,0,0,22,43,0 
14,45,2,'212142',1967,0,0,17,37,-3 
15,46,2,'212142',1967,0,0,-9,-3,-15 
16,47,2,'212142',1967,0,0,-15,6,-36 
17,48,2,'212142',1967,0,0,1,9,-8 
18,49,2,'212142',1967,0,0,-5,13,-23 
19,50,2,'212142',1967,0.11,2,-3,10,-15 
20,51,2,'212142',1967,0,0,-5,6,-16 
21,52,2,'212142',1967,0,0,9,27,-10 
22,53,2,'212142',1967,0,0,7,18,-5 
23,54,2,'212142',1967,0.15,2.5,1,18,-16 
24,55,2,'212142',1967,0,0,-18,-4,-31 
25,56,2,'212142',1967,0,0,-8,14,-29 
26,57,2,'212142',1967,0,0,20,37,3 
27,58,2,'212142',1967,0,0,24,32,15 
28,59,2,'212142',1967,0,0,11,27,-5 
1,60,3,'212142',1967,0,0,28,38,17 
2,61,3,'212142',1967,0,0,30,37,23 
3,62,3,'212142',1967,0,0,12,28,-4 
4,63,3,'212142',1967,0,0,19,32,6 
5,64,3,'212142',1967,0.05,1.5,16,30,2 
6,65,3,'212142',1967,0,0,14,24,3 
7,66,3,'212142',1967,0,0,-11,8,-29 
8,67,3,'212142',1967,0,0,12,29,-5 
9,68,3,'212142',1967,0,0,35,46,23 
10,69,3,'212142',1967,0,0,35,46,23 
11,70,3,'212142',1967,0,0,23,33,12 
12,71,3,'212142',1967,0,0,24,26,21 
13,72,3,'212142',1967,0,0,15,25,5 
14,73,3,'212142',1967,0,0,11,21,0 
15,74,3,'212142',1967,0,0,8,24,-9 
16,75,3,'212142',1967,0,0,15,24,5 
17,76,3,'212142',1967,0,0,-1,14,-15 
18,77,3,'212142',1967,0,0,15,34,-4 
19,78,3,'212142',1967,0,0,25,34,16 
20,79,3,'212142',1967,0.2,0.1,32,37,27 
21,80,3,'212142',1967,0.05,0,31,35,26 
22,81,3,'212142',1967,0.1,0,31,36,25 
23,82,3,'212142',1967,0,0,31,43,18 
24,83,3,'212142',1967,0,0,40,44,35 
25,84,3,'212142',1967,0,0,32,40,24 
26,85,3,'212142',1967,0,0,35,45,25 
27,86,3,'212142',1967,0,0,39,54,23 
28,87,3,'212142',1967,0,0,38,51,24 
29,88,3,'212142',1967,0.07,0,46,53,39 
30,89,3,'212142',1967,0,0,62,74,49 
31,90,3,'212142',1967,0,0,48,61,35 
1,91,4,'212142',1967,0,0,28,43,13 
2,92,4,'212142',1967,0,0,34,40,28 
3,93,4,'212142',1967,0,0,25,40,10 
4,94,4,'212142',1967,0,0,46,61,30 
5,95,4,'212142',1967,0,0,44,59,29 
6,96,4,'212142',1967,0.52,1,38,45,31 
7,97,4,'212142',1967,0.22,2,32,48,15 
8,98,4,'212142',1967,0,0,47,55,39 
9,99,4,'212142',1967,0.23,0,38,48,27 
10,100,4,'212142',1967,0,0,29,44,14 
11,101,4,'212142',1967,0,0,40,54,26 
12,102,4,'212142',1967,0,0,44,50,38 
13,103,4,'212142',1967,0,0,44,47,40 
14,104,4,'212142',1967,0,0,54,65,43 
15,105,4,'212142',1967,0.18,0,48,58,38 
16,106,4,'212142',1967,0.1,0,51,62,40 
17,107,4,'212142',1967,0.69,0,43,57,29 
18,108,4,'212142',1967,0.05,1.5,37,47,26 
19,109,4,'212142',1967,0,0,45,60,30 
20,110,4,'212142',1967,0,0,50,56,43 
21,111,4,'212142',1967,0.45,0,39,51,27 
22,112,4,'212142',1967,0.21,0,23,27,19 
23,113,4,'212142',1967,0,0,25,31,18 
24,114,4,'212142',1967,0,0,29,41,17 
25,115,4,'212142',1967,0,0,33,47,19 
26,116,4,'212142',1967,0,0,44,51,36 
27,117,4,'212142',1967,0,0,39,55,22 
28,118,4,'212142',1967,0,0,50,59,40 
29,119,4,'212142',1967,0,0,50,59,41 
30,120,4,'212142',1967,0.1,0.3,41,48,34 
1,121,5,'212142',1967,0.42,0,38,45,31 
2,122,5,'212142',1967,0.08,0,28,37,18 
3,123,5,'212142',1967,0,0,27,35,19 
4,124,5,'212142',1967,0,0,31,42,20 
5,125,5,'212142',1967,0,0,36,52,19 
6,126,5,'212142',1967,0,0,42,60,23 
7,127,5,'212142',1967,0,0,54,60,47 
8,128,5,'212142',1967,0,0,46,55,37 
9,129,5,'212142',1967,0,0,41,58,24 
10,130,5,'212142',1967,0.03,0,48,56,39 
11,131,5,'212142',1967,0.41,0,45,56,34 
12,132,5,'212142',1967,0,0,38,52,24 
13,133,5,'212142',1967,0,0,42,58,25 
14,134,5,'212142',1967,0,0,44,55,33 
15,135,5,'212142',1967,0,0,43,62,23 
16,136,5,'212142',1967,0,0,51,67,35 
17,137,5,'212142',1967,0,0,53,74,31 
18,138,5,'212142',1967,0,0,64,75,52 
19,139,5,'212142',1967,0,0,53,68,38 
20,140,5,'212142',1967,0,0,37,50,23 
21,141,5,'212142',1967,0,0,47,63,31 
22,142,5,'212142',1967,0,0,59,70,47 
23,143,5,'212142',1967,0.14,0,59,76,41 
24,144,5,'212142',1967,0.03,0,67,79,55 
25,145,5,'212142',1967,0,0,66,78,53 
26,146,5,'212142',1967,0.02,0,67,77,56 
27,147,5,'212142',1967,0,0,54,71,37 
28,148,5,'212142',1967,0.24,0,60,72,47 
29,149,5,'212142',1967,0,0,54,73,35 
30,150,5,'212142',1967,0,0,61,72,50 
31,151,5,'212142',1967,0,0,58,74,42 
1,152,6,'212142',1967,0,0,61,78,44 
2,153,6,'212142',1967,0,0,59,78,40 
3,154,6,'212142',1967,0,0,67,80,53 
4,155,6,'212142',1967,0.2,0,67,78,55 
5,156,6,'212142',1967,0,0,62,77,47 
6,157,6,'212142',1967,0,0,63,73,53 
7,158,6,'212142',1967,0.8,0,62,76,47 
8,159,6,'212142',1967,0,0,54,59,48 
9,160,6,'212142',1967,0,0,56,71,41 
10,161,6,'212142',1967,0,0,60,71,49 
11,162,6,'212142',1967,0,0,57,64,49 
12,163,6,'212142',1967,0.08,0,59,68,49 
13,164,6,'212142',1967,0.92,0,65,75,55 
14,165,6,'212142',1967,1.12,0,69,78,59 
15,166,6,'212142',1967,0,0,69,78,59 
16,167,6,'212142',1967,0.26,0,66,75,56 
17,168,6,'212142',1967,0,0,67,78,55 
18,169,6,'212142',1967,0,0,67,78,56 
19,170,6,'212142',1967,0.23,0,66,75,56 
20,171,6,'212142',1967,0.58,0,65,76,54 
21,172,6,'212142',1967,0,0,63,74,52 
22,173,6,'212142',1967,0,0,57,70,43 
23,174,6,'212142',1967,0.23,0,50,61,38 
24,175,6,'212142',1967,0,0,54,63,45 
25,176,6,'212142',1967,0,0,58,76,40 
26,177,6,'212142',1967,0,0,62,75,49 
27,178,6,'212142',1967,0.07,0,63,75,50 
28,179,6,'212142',1967,0.11,0,63,79,46 
29,180,6,'212142',1967,0.33,0,71,84,58 
30,181,6,'212142',1967,0.02,0,69,83,54 
1,182,7,'212142',1967,0.12,0,60,70,50 
2,183,7,'212142',1967,0.03,0,57,67,47 
3,184,7,'212142',1967,0,0,49,58,40 
4,185,7,'212142',1967,0,0,52,69,35 
5,186,7,'212142',1967,0,0,61,75,46 
6,187,7,'212142',1967,0,0,69,77,60 
7,188,7,'212142',1967,0,0,69,75,62 
8,189,7,'212142',1967,0,0,71,80,61 
9,190,7,'212142',1967,0,0,66,83,48 
10,191,7,'212142',1967,0,0,70,85,54 
11,192,7,'212142',1967,0.02,0,66,84,48 
12,193,7,'212142',1967,0,0,64,75,52 
13,194,7,'212142',1967,0,0,57,70,43 
14,195,7,'212142',1967,0,0,60,76,43 
15,196,7,'212142',1967,0,0,66,80,52 
16,197,7,'212142',1967,0,0,66,80,52 
17,198,7,'212142',1967,0,0,62,76,47 
18,199,7,'212142',1967,0,0,67,84,49 
19,200,7,'212142',1967,0,0,71,87,55 
20,201,7,'212142',1967,0,0,75,86,63 
21,202,7,'212142',1967,0.12,0,78,88,68 
22,203,7,'212142',1967,0.1,0,76,88,63 
23,204,7,'212142',1967,0,0,73,87,59 
24,205,7,'212142',1967,0,0,64,78,49 
25,206,7,'212142',1967,0,0,71,88,53 
26,207,7,'212142',1967,0,0,70,86,53 
27,208,7,'212142',1967,0,0,60,77,43 
28,209,7,'212142',1967,0,0,70,83,56 
29,210,7,'212142',1967,0,0,67,82,52 
30,211,7,'212142',1967,0.2,0,72,84,59 
31,212,7,'212142',1967,0.67,0,71,84,57 
1,213,8,'212142',1967,0,0,76,84,68 
2,214,8,'212142',1967,0,0,66,84,47 
3,215,8,'212142',1967,0,0,67,77,56 
4,216,8,'212142',1967,0,0,61,74,48 
5,217,8,'212142',1967,0,0,63,81,45 
6,218,8,'212142',1967,0,0,68,78,57 
7,219,8,'212142',1967,0,0,62,76,47 
8,220,8,'212142',1967,0.34,0,69,76,62 
9,221,8,'212142',1967,0,0,64,74,53 
10,222,8,'212142',1967,0,0,55,72,37 
11,223,8,'212142',1967,0,0,60,80,39 
12,224,8,'212142',1967,0,0,67,82,51 
13,225,8,'212142',1967,0,0,70,83,57 
14,226,8,'212142',1967,0,0,68,86,50 
15,227,8,'212142',1967,0.03,0,71,89,53 
16,228,8,'212142',1967,0,0,74,87,60 
17,229,8,'212142',1967,0,0,69,83,55 
18,230,8,'212142',1967,0,0,59,74,44 
19,231,8,'212142',1967,0,0,56,75,37 
20,232,8,'212142',1967,0,0,65,76,53 
21,233,8,'212142',1967,0,0,58,75,40 
22,234,8,'212142',1967,0,0,58,75,41 
23,235,8,'212142',1967,0,0,69,83,55 
24,236,8,'212142',1967,0,0,73,88,58 
25,237,8,'212142',1967,0,0,76,88,64 
26,238,8,'212142',1967,0.58,0,59,69,49 
27,239,8,'212142',1967,0,0,55,76,34 
28,240,8,'212142',1967,0,0,64,76,51 
29,241,8,'212142',1967,0,0,65,77,52 
30,242,8,'212142',1967,0,0,58,74,41 
31,243,8,'212142',1967,0,0,51,69,32 
1,244,9,'212142',1967,0,0,56,71,41 
2,245,9,'212142',1967,0,0,60,71,48 
3,246,9,'212142',1967,0,0,63,73,52 
4,247,9,'212142',1967,0,0,63,76,49 
5,248,9,'212142',1967,0,0,68,81,55 
6,249,9,'212142',1967,0,0,66,80,51 
7,250,9,'212142',1967,0,0,69,83,55 
8,251,9,'212142',1967,0,0,63,82,43 
9,252,9,'212142',1967,0,0,53,70,35 
10,253,9,'212142',1967,0,0,57,70,43 
11,254,9,'212142',1967,0.05,0,61,72,49 
12,255,9,'212142',1967,0,0,66,73,58 
13,256,9,'212142',1967,0.17,0,58,65,51 
14,257,9,'212142',1967,0,0,58,66,50 
15,258,9,'212142',1967,0,0,59,67,51 
16,259,9,'212142',1967,0.51,0,60,71,49 
17,260,9,'212142',1967,0,0,56,70,42 
18,261,9,'212142',1967,1.21,0,61,68,54 
19,262,9,'212142',1967,0,0,62,73,50 
20,263,9,'212142',1967,0,0,66,73,58 
21,264,9,'212142',1967,0,0,56,69,42 
22,265,9,'212142',1967,0,0,51,67,35 
23,266,9,'212142',1967,0,0,53,67,39 
24,267,9,'212142',1967,0,0,47,70,24 
25,268,9,'212142',1967,0,0,61,76,46 
26,269,9,'212142',1967,0,0,53,69,36 
27,270,9,'212142',1967,0,0,38,49,26 
28,271,9,'212142',1967,0,0,46,59,32 
29,272,9,'212142',1967,0,0,54,70,37 
30,273,9,'212142',1967,0,0,54,75,33 
1,274,10,'212142',1967,0,0,70,79,60 
2,275,10,'212142',1967,0.2,0,59,78,40 
3,276,10,'212142',1967,0,0,56,66,46 
4,277,10,'212142',1967,0,0,58,67,48 
5,278,10,'212142',1967,0,0,47,65,28 
6,279,10,'212142',1967,0,0,43,57,29 
7,280,10,'212142',1967,0.13,0,48,55,40 
8,281,10,'212142',1967,0.36,0,40,44,36 
9,282,10,'212142',1967,0.05,0,36,41,31 
10,283,10,'212142',1967,0,0,33,38,28 
11,284,10,'212142',1967,0,0,37,46,28 
12,285,10,'212142',1967,0,0,48,57,39 
13,286,10,'212142',1967,0,0,53,59,46 
14,287,10,'212142',1967,0,0,44,63,25 
15,288,10,'212142',1967,0,0,43,61,25 
16,289,10,'212142',1967,0,0,40,55,24 
17,290,10,'212142',1967,0,0,47,55,38 
18,291,10,'212142',1967,0,0,42,54,30 
19,292,10,'212142',1967,0,0,43,56,30 
20,293,10,'212142',1967,0,0,46,56,35 
21,294,10,'212142',1967,0,0,36,58,14 
22,295,10,'212142',1967,0,0,56,70,41 
23,296,10,'212142',1967,0,0,48,67,28 
24,297,10,'212142',1967,0,0,48,65,31 
25,298,10,'212142',1967,0,0,31,37,25 
26,299,10,'212142',1967,0,0,30,34,25 
27,300,10,'212142',1967,0,0,28,33,23 
28,301,10,'212142',1967,0,0,20,33,6 
29,302,10,'212142',1967,0.03,0,35,37,33 
30,303,10,'212142',1967,0,0,32,49,15 
31,304,10,'212142',1967,0,0,44,58,29 
1,305,11,'212142',1967,0,0,47,56,38 
2,306,11,'212142',1967,0,0,30,39,20 
3,307,11,'212142',1967,0,0,27,34,20 
4,308,11,'212142',1967,0.03,0.5,22,24,19 
5,309,11,'212142',1967,0,0,26,33,18 
6,310,11,'212142',1967,0,0,18,30,6 
7,311,11,'212142',1967,0,0,21,35,6 
8,312,11,'212142',1967,0,0,40,52,28 
9,313,11,'212142',1967,0,0,33,47,19 
10,314,11,'212142',1967,0,0,47,57,37 
11,315,11,'212142',1967,0,0,39,57,21 
12,316,11,'212142',1967,0,0,40,54,26 
13,317,11,'212142',1967,0,0,31,42,20 
14,318,11,'212142',1967,0,0,34,41,26 
15,319,11,'212142',1967,0,0,23,34,11 
16,320,11,'212142',1967,0,0,40,48,31 
17,321,11,'212142',1967,0,0,38,44,31 
18,322,11,'212142',1967,0,0,34,39,29 
19,323,11,'212142',1967,0,0,27,35,19 
20,324,11,'212142',1967,0,0,29,36,21 
21,325,11,'212142',1967,0,0,31,35,27 
22,326,11,'212142',1967,0,0,23,29,16 
23,327,11,'212142',1967,0,0,28,40,15 
24,328,11,'212142',1967,0,0,28,33,23 
25,329,11,'212142',1967,0,0,26,36,16 
26,330,11,'212142',1967,0,0,22,32,11 
27,331,11,'212142',1967,0,0,6,12,0 
28,332,11,'212142',1967,0,0,3,10,-4 
29,333,11,'212142',1967,0,1,12,17,7 
30,334,11,'212142',1967,0,0,22,27,16 
1,335,12,'212142',1967,0,0,31,34,27 
2,336,12,'212142',1967,0,0,26,32,19 
3,337,12,'212142',1967,0,0,31,44,17 
4,338,12,'212142',1967,0,0,34,44,24 
5,339,12,'212142',1967,0,0,26,41,11 
6,340,12,'212142',1967,0,0,28,35,21 
7,341,12,'212142',1967,0,0,32,34,30 
8,342,12,'212142',1967,0,0,32,34,30 
9,343,12,'212142',1967,0,0,31,33,28 
10,344,12,'212142',1967,0,0,24,29,18 
11,345,12,'212142',1967,0,0,30,34,25 
12,346,12,'212142',1967,0.16,2,26,32,19 
13,347,12,'212142',1967,0.03,0.5,13,19,7 
14,348,12,'212142',1967,0,0,4,11,-3 
15,349,12,'212142',1967,0,0,11,25,-3 
16,350,12,'212142',1967,0,0,20,34,6 
17,351,12,'212142',1967,0.03,0.5,31,33,29 
18,352,12,'212142',1967,0.35,3,23,31,14 
19,353,12,'212142',1967,0,0.5,8,14,2 
20,354,12,'212142',1967,0,0,11,24,-3 
21,355,12,'212142',1967,0.3,4.5,10,22,-3 
22,356,12,'212142',1967,0.1,1.5,-8,-3,-13 
23,357,12,'212142',1967,0,0,0,18,-18 
24,358,12,'212142',1967,0,0,7,25,-12 
25,359,12,'212142',1967,0,0,6,18,-7 
26,360,12,'212142',1967,0,0,-4,1,-9 
27,361,12,'212142',1967,0,0,-11,1,-22 
28,362,12,'212142',1967,0,0,-3,8,-14 
29,363,12,'212142',1967,0,0,9,17,1 
30,364,12,'212142',1967,0,0,-6,9,-20 
31,365,12,'212142',1967,0,0,-22,-11,-33 
1,1,1,'212142',1968,0.03,1,-13,-3,-22 
2,2,1,'212142',1968,0,0.5,-19,-11,-26 
3,3,1,'212142',1968,0,0,-16,-5,-26 
4,4,1,'212142',1968,0,0,-21,-6,-36 
5,5,1,'212142',1968,0.03,2,-17,-9,-25 
6,6,1,'212142',1968,0,0,-28,-20,-35 
7,7,1,'212142',1968,0,0,-17,-8,-26 
8,8,1,'212142',1968,0,0,-8,7,-23 
9,9,1,'212142',1968,0,0,-2,10,-14 
10,10,1,'212142',1968,0,0,-6,12,-23 
11,11,1,'212142',1968,0,0,14,18,9 
12,12,1,'212142',1968,0.15,1.5,11,18,3 
13,13,1,'212142',1968,0,0,-2,9,-12 
14,14,1,'212142',1968,0,0,8,25,-9 
15,15,1,'212142',1968,0,0,3,16,-11 
16,16,1,'212142',1968,0,0,17,27,7 
17,17,1,'212142',1968,0,0,17,32,2 
18,18,1,'212142',1968,0,0,19,26,12 
19,19,1,'212142',1968,0,0,22,31,13 
20,20,1,'212142',1968,0,0,25,34,16 
21,21,1,'212142',1968,0,0,25,41,8 
22,22,1,'212142',1968,0,0,29,37,21 
23,23,1,'212142',1968,0,0,5,21,-12 
24,24,1,'212142',1968,0,0,16,25,7 
25,25,1,'212142',1968,0,0,30,37,23 
26,26,1,'212142',1968,0,0,23,35,10 
27,27,1,'212142',1968,0,0,18,29,6 
28,28,1,'212142',1968,0,0,14,27,1 
29,29,1,'212142',1968,0.1,0,9,26,-8 
30,30,1,'212142',1968,0,0,11,30,-8 
31,31,1,'212142',1968,0,0,25,30,19 
1,32,2,'212142',1968,0,0,18,30,5 
2,33,2,'212142',1968,0,0,7,19,-5 
3,34,2,'212142',1968,0,0,16,30,2 
4,35,2,'212142',1968,0,0,18,33,2 
5,36,2,'212142',1968,0,0,20,34,5 
6,37,2,'212142',1968,0,0,20,34,5 
7,38,2,'212142',1968,0,0,6,24,-12 
8,39,2,'212142',1968,0,0,16,24,7 
9,40,2,'212142',1968,0,0,-2,12,-16 
10,41,2,'212142',1968,0,0,-3,6,-11 
11,42,2,'212142',1968,0,0,-9,4,-22 
12,43,2,'212142',1968,0,0,8,12,4 
13,44,2,'212142',1968,0,0,6,11,0 
14,45,2,'212142',1968,0,0,5,22,-13 
15,46,2,'212142',1968,0,0,12,24,-1 
16,47,2,'212142',1968,0,0,6,22,-11 
17,48,2,'212142',1968,0,0,-3,6,-12 
18,49,2,'212142',1968,0,0,-3,9,-14 
19,50,2,'212142',1968,0,0,3,14,-8 
20,51,2,'212142',1968,0,0,-4,10,-18 
21,52,2,'212142',1968,0,0,-13,0,-25 
22,53,2,'212142',1968,0,0,-8,12,-27 
23,54,2,'212142',1968,0,0,0,24,-24 
24,55,2,'212142',1968,0,0,8,28,-13 
25,56,2,'212142',1968,0,0,24,28,20 
26,57,2,'212142',1968,0,0,22,26,18 
27,58,2,'212142',1968,0,1,22,26,17 
28,59,2,'212142',1968,0,0,12,24,-1 
29,60,2,'212142',1968,0,0,4,26,-18 
1,61,3,'212142',1968,0,0,27,35,19 
2,62,3,'212142',1968,0,0,15,31,-2 
3,63,3,'212142',1968,0,0,29,46,12 
4,64,3,'212142',1968,0,0,35,41,29 
5,65,3,'212142',1968,0,0,34,39,28 
6,66,3,'212142',1968,0,0,36,38,34 
7,67,3,'212142',1968,0,0,48,59,36 
8,68,3,'212142',1968,0.53,0,33,44,21 
9,69,3,'212142',1968,0,0,25,37,12 
10,70,3,'212142',1968,0,0,21,35,7 
11,71,3,'212142',1968,0,0,9,24,-6 
12,72,3,'212142',1968,0,0,16,32,0 
13,73,3,'212142',1968,0,0,25,44,6 
14,74,3,'212142',1968,0,0,32,42,22 
15,75,3,'212142',1968,0,0,36,51,21 
16,76,3,'212142',1968,0,0,36,57,15 
17,77,3,'212142',1968,0,0,51,63,39 
18,78,3,'212142',1968,0,0,51,63,39 
19,79,3,'212142',1968,0.47,0,34,46,22 
20,80,3,'212142',1968,0.15,0,19,24,13 
21,81,3,'212142',1968,0,0,13,21,5 
22,82,3,'212142',1968,0,0,11,22,0 
23,83,3,'212142',1968,0,0,23,43,2 
24,84,3,'212142',1968,0,0,44,65,22 
25,85,3,'212142',1968,0,0,49,64,33 
26,86,3,'212142',1968,0,0,41,64,18 
27,87,3,'212142',1968,0.07,0,52,67,37 
28,88,3,'212142',1968,0,0,48,67,29 
29,89,3,'212142',1968,0,0,43,61,25 
30,90,3,'212142',1968,0,0,53,66,40 
31,91,3,'212142',1968,0,0,39,58,20 
1,92,4,'212142',1968,0,0,35,56,13 
2,93,4,'212142',1968,0,0,35,57,12 
3,94,4,'212142',1968,0.7,6,32,47,17 
4,95,4,'212142',1968,0,0,25,31,18 
5,96,4,'212142',1968,0,0,18,35,1 
6,97,4,'212142',1968,0,0,40,50,29 
7,98,4,'212142',1968,0.25,0,42,49,34 
8,99,4,'212142',1968,0.68,0,41,51,30 
9,100,4,'212142',1968,0,0,37,52,21 
10,101,4,'212142',1968,0,0,45,63,26 
11,102,4,'212142',1968,0,0,58,81,35 
12,103,4,'212142',1968,0,0,58,77,38 
13,104,4,'212142',1968,0,0,26,40,12 
14,105,4,'212142',1968,0.06,0,33,41,24 
15,106,4,'212142',1968,0,0,50,68,32 
16,107,4,'212142',1968,0,0,53,64,41 
17,108,4,'212142',1968,0,0,47,60,34 
18,109,4,'212142',1968,0,0,42,59,25 
19,110,4,'212142',1968,0,0,42,59,25 
20,111,4,'212142',1968,0.25,0,50,60,40 
21,112,4,'212142',1968,0.45,0,49,59,38 
22,113,4,'212142',1968,0,0,46,59,33 
23,114,4,'212142',1968,0.93,4,34,40,28 
24,115,4,'212142',1968,0,0,32,44,19 
25,116,4,'212142',1968,0,0,35,52,17 
26,117,4,'212142',1968,0,0,43,63,23 
27,118,4,'212142',1968,0.05,0,47,55,39 
28,119,4,'212142',1968,0,0,44,63,24 
29,120,4,'212142',1968,0,0,51,67,34 
30,121,4,'212142',1968,0,0,59,81,37 
1,122,5,'212142',1968,0,0,60,81,38 
2,123,5,'212142',1968,0,0,62,77,46 
3,124,5,'212142',1968,0,0,52,69,34 
4,125,5,'212142',1968,0,0,46,58,34 
5,126,5,'212142',1968,0,0,37,59,15 
6,127,5,'212142',1968,0.23,0,46,60,32 
7,128,5,'212142',1968,0.26,0,49,51,46 
8,129,5,'212142',1968,0.15,0,47,51,43 
9,130,5,'212142',1968,0.09,0,47,62,32 
10,131,5,'212142',1968,0,0,46,65,26 
11,132,5,'212142',1968,0.76,0,51,61,40 
12,133,5,'212142',1968,0,0,49,64,33 
13,134,5,'212142',1968,0,0,61,74,48 
14,135,5,'212142',1968,0.17,0,64,74,53 
15,136,5,'212142',1968,0,0,60,75,45 
16,137,5,'212142',1968,0,0,38,46,29 
17,138,5,'212142',1968,0,0,42,50,33 
18,139,5,'212142',1968,0.19,0,41,50,31 
19,140,5,'212142',1968,0,0,44,58,29 
20,141,5,'212142',1968,0,0,46,60,32 
21,142,5,'212142',1968,0,0,47,60,34 
22,143,5,'212142',1968,0,0,50,66,33 
23,144,5,'212142',1968,0,0,52,71,32 
24,145,5,'212142',1968,0,0,52,68,35 
25,146,5,'212142',1968,0,0,52,67,36 
26,147,5,'212142',1968,0,0,55,67,42 
27,148,5,'212142',1968,0.08,0,50,60,39 
28,149,5,'212142',1968,0.1,0,53,60,46 
29,150,5,'212142',1968,0,0,59,68,49 
30,151,5,'212142',1968,0,0,57,74,40 
31,152,5,'212142',1968,0,0,65,73,56 
1,153,6,'212142',1968,0.17,0,59,69,49 
2,154,6,'212142',1968,0,0,56,76,36 
3,155,6,'212142',1968,0,0,72,87,56 
4,156,6,'212142',1968,0,0,77,89,64 
5,157,6,'212142',1968,0,0,67,80,54 
6,158,6,'212142',1968,0.75,0,67,75,59 
7,159,6,'212142',1968,0,0,73,83,63 
8,160,6,'212142',1968,1.05,0,73,83,62 
9,161,6,'212142',1968,0,0,68,75,60 
10,162,6,'212142',1968,0.45,0,66,74,57 
11,163,6,'212142',1968,0.13,0,64,73,55 
12,164,6,'212142',1968,0,0,55,70,40 
13,165,6,'212142',1968,0.37,0,64,72,55 
14,166,6,'212142',1968,0,0,56,69,42 
15,167,6,'212142',1968,0.27,0,49,66,32 
16,168,6,'212142',1968,0.03,0,58,68,47 
17,169,6,'212142',1968,0.02,0,61,72,49 
18,170,6,'212142',1968,0,0,58,74,41 
19,171,6,'212142',1968,0,0,57,78,35 
20,172,6,'212142',1968,0,0,66,76,55 
21,173,6,'212142',1968,0.73,0,67,78,56 
22,174,6,'212142',1968,0,0,65,76,53 
23,175,6,'212142',1968,0.14,0,65,76,54 
24,176,6,'212142',1968,0.06,0,64,72,55 
25,177,6,'212142',1968,0,0,59,64,53 
26,178,6,'212142',1968,0,0,59,70,48 
27,179,6,'212142',1968,0,0,56,72,40 
28,180,6,'212142',1968,0,0,65,75,55 
29,181,6,'212142',1968,0,0,60,72,47 
30,182,6,'212142',1968,0.57,0,57,67,47 
1,183,7,'212142',1968,0.1,0,54,56,51 
2,184,7,'212142',1968,0.08,0,59,70,47 
3,185,7,'212142',1968,0,0,64,78,50 
4,186,7,'212142',1968,0,0,62,78,45 
5,187,7,'212142',1968,0.26,0,65,77,52 
6,188,7,'212142',1968,0.45,0,72,84,60 
7,189,7,'212142',1968,0,0,74,86,62 
8,190,7,'212142',1968,0,0,72,81,62 
9,191,7,'212142',1968,0,0,57,69,44 
10,192,7,'212142',1968,0,0,63,78,48 
11,193,7,'212142',1968,0,0,78,91,65 
12,194,7,'212142',1968,0,0,75,86,64 
13,195,7,'212142',1968,0.07,0,73,85,61 
14,196,7,'212142',1968,0.63,0,69,81,56 
15,197,7,'212142',1968,0.9,0,77,89,64 
16,198,7,'212142',1968,0.18,0,80,86,74 
17,199,7,'212142',1968,0,0,75,84,65 
18,200,7,'212142',1968,0,0,71,81,61 
19,201,7,'212142',1968,0,0,64,79,48 
20,202,7,'212142',1968,0.11,0,72,80,64 
21,203,7,'212142',1968,0,0,71,79,63 
22,204,7,'212142',1968,0,0,60,75,44 
23,205,7,'212142',1968,0,0,68,79,57 
24,206,7,'212142',1968,0,0,65,79,50 
25,207,7,'212142',1968,0,0,62,77,47 
26,208,7,'212142',1968,0,0,69,80,57 
27,209,7,'212142',1968,0,0,63,77,48 
28,210,7,'212142',1968,0,0,56,72,40 
29,211,7,'212142',1968,0,0,59,76,41 
30,212,7,'212142',1968,0,0,69,76,61 
31,213,7,'212142',1968,0.15,0,64,76,51 
