Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
Day  ,JD  ,Month  ,State_id  ,Year  ,PRCP (in),TAVE (F),TMAX (F),TMIN (F) 
2,336,12,'417945',1977,0,56,75,36 
3,337,12,'417945',1977,0,61,75,47 
4,338,12,'417945',1977,0,68,84,52 
5,339,12,'417945',1977,0,65,85,45 
6,340,12,'417945',1977,0,43,53,33 
7,341,12,'417945',1977,0,47,63,30 
8,342,12,'417945',1977,0,65,76,54 
9,343,12,'417945',1977,0,46,56,35 
10,344,12,'417945',1977,0,39,44,34 
11,345,12,'417945',1977,0.19,47,51,43 
12,346,12,'417945',1977,0.04,58,64,51 
13,347,12,'417945',1977,0.01,59,75,43 
14,348,12,'417945',1977,0,55,72,37 
15,349,12,'417945',1977,0,54,73,34 
16,350,12,'417945',1977,0,67,79,54 
17,351,12,'417945',1977,0,55,71,38 
18,352,12,'417945',1977,0,55,76,33 
19,353,12,'417945',1977,0,62,81,43 
20,354,12,'417945',1977,0,46,57,35 
21,355,12,'417945',1977,0,42,58,26 
22,356,12,'417945',1977,0,39,58,20 
23,357,12,'417945',1977,0,57,67,46 
24,358,12,'417945',1977,0,61,79,43 
25,359,12,'417945',1977,0,49,60,37 
26,360,12,'417945',1977,0,44,52,35 
27,361,12,'417945',1977,0,43,55,31 
28,362,12,'417945',1977,0.01,48,52,43 
29,363,12,'417945',1977,0.07,56,68,44 
30,364,12,'417945',1977,0,61,70,51 
31,365,12,'417945',1977,0,59,67,51 
1,1,1,'417945',1978,0.02,46,61,31 
2,2,1,'417945',1978,0,35,40,29 
3,3,1,'417945',1978,0,39,51,26 
4,4,1,'417945',1978,0,53,59,47 
5,5,1,'417945',1978,0,62,73,51 
6,6,1,'417945',1978,0,58,73,43 
7,7,1,'417945',1978,0,68,79,56 
8,8,1,'417945',1978,0,49,61,37 
9,9,1,'417945',1978,0,37,47,26 
10,10,1,'417945',1978,0,37,41,33 
11,11,1,'417945',1978,0.28,34,36,31 
12,12,1,'417945',1978,0.01,44,53,35 
13,13,1,'417945',1978,0,50,63,36 
14,14,1,'417945',1978,0,44,56,32 
15,15,1,'417945',1978,0,47,63,30 
16,16,1,'417945',1978,0.17,55,76,34 
17,17,1,'417945',1978,0,34,39,28 
18,18,1,'417945',1978,0.14,38,42,33 
19,19,1,'417945',1978,0,35,43,27 
20,20,1,'417945',1978,0,32,42,22 
21,21,1,'417945',1978,0,32,35,28 
22,22,1,'417945',1978,0,38,50,26 
23,23,1,'417945',1978,0.01,41,47,34 
24,24,1,'417945',1978,0.01,51,60,42 
25,25,1,'417945',1978,0,45,59,30 
26,26,1,'417945',1978,0,40,52,27 
27,27,1,'417945',1978,0,48,60,35 
28,28,1,'417945',1978,0,41,49,32 
29,29,1,'417945',1978,0,40,45,35 
30,30,1,'417945',1978,0.01,40,44,35 
31,31,1,'417945',1978,0.03,38,40,36 
1,32,2,'417945',1978,0,43,48,37 
2,33,2,'417945',1978,0,40,44,36 
3,34,2,'417945',1978,0,40,44,35 
4,35,2,'417945',1978,0,44,56,32 
5,36,2,'417945',1978,0,43,55,30 
6,37,2,'417945',1978,0.08,41,55,27 
7,38,2,'417945',1978,0.84,42,48,36 
8,39,2,'417945',1978,0.01,35,37,32 
9,40,2,'417945',1978,0,40,48,32 
10,41,2,'417945',1978,0,37,42,31 
11,42,2,'417945',1978,0.2,46,56,35 
12,43,2,'417945',1978,0.33,58,68,47 
13,44,2,'417945',1978,0,53,65,41 
14,45,2,'417945',1978,0,41,53,29 
15,46,2,'417945',1978,0.13,44,47,40 
16,47,2,'417945',1978,0,48,54,41 
17,48,2,'417945',1978,0.17,42,52,31 
18,49,2,'417945',1978,0,40,50,30 
19,50,2,'417945',1978,0,38,53,23 
20,51,2,'417945',1978,0,48,66,29 
21,52,2,'417945',1978,0,44,57,30 
22,53,2,'417945',1978,0,46,65,26 
23,54,2,'417945',1978,0,51,68,33 
24,55,2,'417945',1978,0,53,74,32 
25,56,2,'417945',1978,0,63,76,50 
26,57,2,'417945',1978,0,53,64,41 
27,58,2,'417945',1978,0,61,66,56 
28,59,2,'417945',1978,0,72,85,59 
1,60,3,'417945',1978,0,57,65,48 
2,61,3,'417945',1978,0,63,72,54 
3,62,3,'417945',1978,0,44,55,32 
4,63,3,'417945',1978,0,39,50,27 
5,64,3,'417945',1978,0,47,67,27 
6,65,3,'417945',1978,1,62,69,54 
7,66,3,'417945',1978,0,57,69,45 
8,67,3,'417945',1978,0,50,60,40 
9,68,3,'417945',1978,0,51,70,31 
10,69,3,'417945',1978,0,57,77,36 
11,70,3,'417945',1978,0,66,80,52 
12,71,3,'417945',1978,0,59,71,46 
13,72,3,'417945',1978,0,65,80,49 
14,73,3,'417945',1978,0,62,82,42 
15,74,3,'417945',1978,0,63,78,48 
16,75,3,'417945',1978,0,56,68,43 
17,76,3,'417945',1978,0,54,74,34 
18,77,3,'417945',1978,0,58,78,38 
19,78,3,'417945',1978,0,66,80,52 
20,79,3,'417945',1978,0,70,78,62 
21,80,3,'417945',1978,0,72,83,61 
22,81,3,'417945',1978,0,71,79,63 
23,82,3,'417945',1978,0.65,69,76,62 
24,83,3,'417945',1978,0.06,61,72,50 
25,84,3,'417945',1978,0,53,63,43 
26,85,3,'417945',1978,0,60,78,41 
27,86,3,'417945',1978,0,60,79,41 
28,87,3,'417945',1978,0,62,78,45 
29,88,3,'417945',1978,0,63,76,50 
30,89,3,'417945',1978,0,67,78,56 
31,90,3,'417945',1978,0,69,79,58 
1,91,4,'417945',1978,0,72,81,62 
2,92,4,'417945',1978,0,72,80,63 
3,93,4,'417945',1978,0,76,83,68 
4,94,4,'417945',1978,0,76,83,68 
5,95,4,'417945',1978,0,73,79,67 
6,96,4,'417945',1978,0,71,77,64 
7,97,4,'417945',1978,0,72,81,63 
8,98,4,'417945',1978,0.02,73,77,68 
9,99,4,'417945',1978,0,74,79,69 
10,100,4,'417945',1978,1.44,67,77,56 
11,101,4,'417945',1978,0.02,61,69,53 
12,102,4,'417945',1978,0.01,57,61,52 
13,103,4,'417945',1978,0,60,76,44 
14,104,4,'417945',1978,0,63,78,48 
15,105,4,'417945',1978,0,72,81,63 
16,106,4,'417945',1978,0,73,82,64 
17,107,4,'417945',1978,0,75,83,66 
18,108,4,'417945',1978,0,71,87,55 
19,109,4,'417945',1978,0,65,80,50 
20,110,4,'417945',1978,0.06,62,70,53 
21,111,4,'417945',1978,0,61,79,43 
22,112,4,'417945',1978,2.07,65,73,56 
23,113,4,'417945',1978,0,70,81,59 
24,114,4,'417945',1978,0,75,85,64 
25,115,4,'417945',1978,0,70,79,60 
26,116,4,'417945',1978,0,64,75,52 
27,117,4,'417945',1978,0,65,79,50 
28,118,4,'417945',1978,0,71,80,61 
29,119,4,'417945',1978,0,73,77,68 
30,120,4,'417945',1978,0,76,81,70 
1,121,5,'417945',1978,0,77,83,70 
2,122,5,'417945',1978,0.6,69,81,57 
3,123,5,'417945',1978,0,64,75,53 
4,124,5,'417945',1978,0,62,78,46 
5,125,5,'417945',1978,0,74,89,58 
6,126,5,'417945',1978,0.08,74,76,72 
7,127,5,'417945',1978,0,80,87,72 
8,128,5,'417945',1978,0,80,91,68 
9,129,5,'417945',1978,0,75,89,61 
10,130,5,'417945',1978,0.02,78,88,68 
11,131,5,'417945',1978,0.03,80,88,72 
12,132,5,'417945',1978,0,83,93,73 
13,133,5,'417945',1978,0,74,85,62 
14,134,5,'417945',1978,0,72,87,57 
15,135,5,'417945',1978,0,75,90,60 
16,136,5,'417945',1978,0,82,90,74 
17,137,5,'417945',1978,0,82,90,74 
18,138,5,'417945',1978,0,81,89,72 
19,139,5,'417945',1978,0,81,87,75 
20,140,5,'417945',1978,0.62,73,77,68 
21,141,5,'417945',1978,0.16,74,79,68 
22,142,5,'417945',1978,0,79,86,71 
23,143,5,'417945',1978,0,80,86,73 
24,144,5,'417945',1978,0,81,88,73 
25,145,5,'417945',1978,0,82,87,76 
26,146,5,'417945',1978,0.05,82,89,75 
27,147,5,'417945',1978,0,83,90,76 
28,148,5,'417945',1978,0,82,88,76 
29,149,5,'417945',1978,0.89,78,89,67 
30,150,5,'417945',1978,0,77,88,66 
31,151,5,'417945',1978,0,81,88,73 
1,152,6,'417945',1978,0.37,79,86,71 
2,153,6,'417945',1978,0.19,81,91,71 
3,154,6,'417945',1978,0.56,81,87,74 
4,155,6,'417945',1978,0,79,88,69 
5,156,6,'417945',1978,0,81,90,71 
6,157,6,'417945',1978,2.68,80,92,68 
7,158,6,'417945',1978,0.16,77,87,67 
8,159,6,'417945',1978,0,81,93,69 
9,160,6,'417945',1978,0,80,89,71 
10,161,6,'417945',1978,0,79,89,68 
11,162,6,'417945',1978,0,84,93,75 
12,163,6,'417945',1978,0,85,92,77 
13,164,6,'417945',1978,0,84,92,75 
14,165,6,'417945',1978,0,82,92,72 
15,166,6,'417945',1978,0,84,91,77 
16,167,6,'417945',1978,0,85,92,78 
17,168,6,'417945',1978,0,84,92,76 
18,169,6,'417945',1978,0,84,92,75 
19,170,6,'417945',1978,0,84,93,75 
20,171,6,'417945',1978,0,84,93,75 
21,172,6,'417945',1978,0,83,92,73 
22,173,6,'417945',1978,0,83,92,73 
23,174,6,'417945',1978,0,86,96,75 
24,175,6,'417945',1978,0,87,97,77 
25,176,6,'417945',1978,0,88,97,78 
26,177,6,'417945',1978,0,87,96,77 
27,178,6,'417945',1978,0,86,95,76 
28,179,6,'417945',1978,0,84,92,76 
29,180,6,'417945',1978,0,83,94,72 
30,181,6,'417945',1978,0,82,94,70 
1,182,7,'417945',1978,0,84,95,73 
2,183,7,'417945',1978,0,87,97,76 
3,184,7,'417945',1978,0,88,98,77 
4,185,7,'417945',1978,0,87,98,75 
5,186,7,'417945',1978,0,88,98,78 
6,187,7,'417945',1978,0,87,98,76 
7,188,7,'417945',1978,0,89,98,79 
8,189,7,'417945',1978,0,86,99,73 
9,190,7,'417945',1978,0,84,97,71 
10,191,7,'417945',1978,0,88,98,77 
11,192,7,'417945',1978,0,86,98,73 
12,193,7,'417945',1978,0,87,99,74 
13,194,7,'417945',1978,0,88,99,76 
14,195,7,'417945',1978,0,88,98,78 
15,196,7,'417945',1978,0,89,100,78 
16,197,7,'417945',1978,0,89,101,77 
17,198,7,'417945',1978,0,89,99,78 
18,199,7,'417945',1978,0,88,99,77 
19,200,7,'417945',1978,0,87,96,77 
20,201,7,'417945',1978,0,88,99,76 
21,202,7,'417945',1978,0,86,98,74 
22,203,7,'417945',1978,0,88,98,78 
23,204,7,'417945',1978,0,88,98,77 
24,205,7,'417945',1978,0,85,96,74 
25,206,7,'417945',1978,0,86,95,76 
26,207,7,'417945',1978,0,86,97,75 
27,208,7,'417945',1978,0,86,97,75 
28,209,7,'417945',1978,0.58,81,89,73 
29,210,7,'417945',1978,0,85,95,74 
30,211,7,'417945',1978,0,84,92,75 
31,212,7,'417945',1978,0.85,73,76,70 
1,213,8,'417945',1978,3.87,76,81,71 
2,214,8,'417945',1978,0.13,82,89,75 
3,215,8,'417945',1978,0,83,91,75 
4,216,8,'417945',1978,0,82,90,74 
5,217,8,'417945',1978,0,84,94,74 
6,218,8,'417945',1978,0.16,82,91,72 
7,219,8,'417945',1978,0,82,92,71 
8,220,8,'417945',1978,0,82,91,73 
9,221,8,'417945',1978,0,82,92,72 
10,222,8,'417945',1978,0,83,92,73 
11,223,8,'417945',1978,0,83,92,74 
12,224,8,'417945',1978,0,84,93,74 
13,225,8,'417945',1978,0,86,94,77 
14,226,8,'417945',1978,0,86,94,77 
15,227,8,'417945',1978,0,87,97,76 
16,228,8,'417945',1978,0,85,94,76 
17,229,8,'417945',1978,0,86,95,76 
18,230,8,'417945',1978,0,88,97,78 
19,231,8,'417945',1978,0,85,94,76 
20,232,8,'417945',1978,0,84,94,74 
21,233,8,'417945',1978,0,83,94,72 
22,234,8,'417945',1978,0,84,93,74 
23,235,8,'417945',1978,0,82,93,70 
24,236,8,'417945',1978,0,85,95,74 
25,237,8,'417945',1978,0,84,93,74 
26,238,8,'417945',1978,0,84,94,73 
27,239,8,'417945',1978,0,83,93,73 
28,240,8,'417945',1978,0,85,97,72 
29,241,8,'417945',1978,0,81,90,72 
30,242,8,'417945',1978,0.13,79,88,70 
31,243,8,'417945',1978,0.68,80,88,72 
1,244,9,'417945',1978,0.04,81,88,73 
2,245,9,'417945',1978,0,81,89,72 
3,246,9,'417945',1978,0,82,92,71 
4,247,9,'417945',1978,0.43,81,92,70 
5,248,9,'417945',1978,0,79,88,69 
6,249,9,'417945',1978,0,79,88,70 
7,250,9,'417945',1978,2.51,77,83,71 
8,251,9,'417945',1978,0.1,78,84,72 
9,252,9,'417945',1978,0.08,81,88,74 
10,253,9,'417945',1978,0.28,78,82,74 
11,254,9,'417945',1978,0.1,80,86,74 
12,255,9,'417945',1978,0,83,89,77 
13,256,9,'417945',1978,5.13,77,83,71 
14,257,9,'417945',1978,0,81,86,75 
15,258,9,'417945',1978,0,84,90,78 
16,259,9,'417945',1978,0,83,89,77 
17,260,9,'417945',1978,0,83,89,76 
18,261,9,'417945',1978,0,83,89,76 
19,262,9,'417945',1978,0,82,89,75 
20,263,9,'417945',1978,0,82,89,75 
21,264,9,'417945',1978,0,79,87,71 
22,265,9,'417945',1978,0.09,76,85,67 
23,266,9,'417945',1978,0,74,77,71 
24,267,9,'417945',1978,0,79,87,71 
25,268,9,'417945',1978,0,74,85,63 
26,269,9,'417945',1978,0,73,82,64 
27,270,9,'417945',1978,0.1,70,72,67 
28,271,9,'417945',1978,0,73,80,65 
29,272,9,'417945',1978,0,73,86,60 
30,273,9,'417945',1978,0,74,89,58 
1,274,10,'417945',1978,0,75,88,61 
2,275,10,'417945',1978,0,77,86,67 
3,276,10,'417945',1978,0,79,87,70 
4,277,10,'417945',1978,0,76,86,66 
5,278,10,'417945',1978,0,79,87,71 
6,279,10,'417945',1978,0,70,73,66 
7,280,10,'417945',1978,0,71,78,64 
8,281,10,'417945',1978,0.24,65,69,60 
9,282,10,'417945',1978,0,69,79,59 
10,283,10,'417945',1978,0,75,85,64 
11,284,10,'417945',1978,0,79,87,70 
12,285,10,'417945',1978,0,77,85,69 
13,286,10,'417945',1978,0,76,86,65 
14,287,10,'417945',1978,0,62,75,48 
15,288,10,'417945',1978,0,61,80,42 
16,289,10,'417945',1978,0,66,83,49 
17,290,10,'417945',1978,0,65,81,49 
18,291,10,'417945',1978,0,66,81,51 
19,292,10,'417945',1978,0,66,83,48 
20,293,10,'417945',1978,0,68,85,50 
21,294,10,'417945',1978,0,66,83,48 
22,295,10,'417945',1978,0,74,84,64 
23,296,10,'417945',1978,0,74,84,63 
24,297,10,'417945',1978,0,63,69,56 
25,298,10,'417945',1978,0.31,69,75,62 
26,299,10,'417945',1978,0,65,70,59 
27,300,10,'417945',1978,0,65,78,52 
28,301,10,'417945',1978,0,64,72,56 
29,302,10,'417945',1978,0,65,78,51 
30,303,10,'417945',1978,0,63,81,45 
31,304,10,'417945',1978,0,67,83,51 
1,305,11,'417945',1978,0,73,84,61 
2,306,11,'417945',1978,0,70,83,57 
3,307,11,'417945',1978,0,71,83,59 
4,308,11,'417945',1978,0,71,82,60 
5,309,11,'417945',1978,1.69,65,70,59 
6,310,11,'417945',1978,0,63,72,54 
7,311,11,'417945',1978,0,55,67,43 
8,312,11,'417945',1978,0,53,68,38 
9,313,11,'417945',1978,0,56,72,39 
10,314,11,'417945',1978,0,65,82,48 
11,315,11,'417945',1978,0,70,78,62 
12,316,11,'417945',1978,0,71,81,61 
13,317,11,'417945',1978,0,77,82,71 
14,318,11,'417945',1978,0,76,83,68 
15,319,11,'417945',1978,0.35,61,74,47 
16,320,11,'417945',1978,0.37,48,50,45 
17,321,11,'417945',1978,0,52,66,37 
18,322,11,'417945',1978,0,60,65,55 
19,323,11,'417945',1978,0.22,55,60,50 
20,324,11,'417945',1978,0.1,53,56,50 
21,325,11,'417945',1978,0.01,54,56,52 
22,326,11,'417945',1978,0.03,58,63,53 
23,327,11,'417945',1978,0,67,73,60 
24,328,11,'417945',1978,0.05,71,76,65 
25,329,11,'417945',1978,0,74,78,69 
26,330,11,'417945',1978,2.03,68,75,61 
27,331,11,'417945',1978,0.06,54,62,46 
28,332,11,'417945',1978,0,50,55,45 
29,333,11,'417945',1978,0,58,74,42 
30,334,11,'417945',1978,0,58,75,41 
1,335,12,'417945',1978,0,61,78,43 
2,336,12,'417945',1978,0,75,82,67 
3,337,12,'417945',1978,0.09,58,73,43 
4,338,12,'417945',1978,0,50,62,37 
5,339,12,'417945',1978,0,53,73,33 
6,340,12,'417945',1978,0.01,56,65,46 
7,341,12,'417945',1978,0.02,43,46,39 
8,342,12,'417945',1978,0,35,39,31 
9,343,12,'417945',1978,0,33,43,23 
10,344,12,'417945',1978,0,32,45,18 
11,345,12,'417945',1978,0,43,60,25 
12,346,12,'417945',1978,0,46,59,32 
13,347,12,'417945',1978,0.01,56,59,52 
14,348,12,'417945',1978,0.08,51,55,46 
15,349,12,'417945',1978,0,55,65,44 
16,350,12,'417945',1978,0,58,76,40 
17,351,12,'417945',1978,0,51,59,43 
18,352,12,'417945',1978,0,59,65,52 
19,353,12,'417945',1978,0,62,69,54 
20,354,12,'417945',1978,0.02,66,78,54 
21,355,12,'417945',1978,0,49,63,35 
22,356,12,'417945',1978,0,47,65,29 
23,357,12,'417945',1978,0,54,69,38 
24,358,12,'417945',1978,0,51,65,37 
25,359,12,'417945',1978,0,51,70,31 
26,360,12,'417945',1978,0,55,64,45 
27,361,12,'417945',1978,0,53,59,46 
28,362,12,'417945',1978,0.05,54,58,49 
29,363,12,'417945',1978,0,63,68,57 
30,364,12,'417945',1978,0.05,53,64,42 
31,365,12,'417945',1978,0.76,40,44,35 
1,1,1,'417945',1979,0.3,29,36,22 
2,2,1,'417945',1979,0,26,37,15 
3,3,1,'417945',1979,0,33,47,18 
4,4,1,'417945',1979,0.17,45,50,39 
5,5,1,'417945',1979,0.06,45,52,38 
6,6,1,'417945',1979,0.05,37,40,34 
7,7,1,'417945',1979,0.01,36,40,31 
8,8,1,'417945',1979,0,34,43,25 
9,9,1,'417945',1979,0,31,39,23 
10,10,1,'417945',1979,2.15,41,44,37 
11,11,1,'417945',1979,0.04,42,47,37 
12,12,1,'417945',1979,0,46,61,31 
13,13,1,'417945',1979,0,42,53,31 
14,14,1,'417945',1979,0,34,45,23 
15,15,1,'417945',1979,0,36,47,25 
16,16,1,'417945',1979,0.01,52,60,44 
17,17,1,'417945',1979,0.02,62,68,55 
18,18,1,'417945',1979,0.29,67,68,65 
19,19,1,'417945',1979,0.22,66,69,62 
20,20,1,'417945',1979,0,54,64,44 
21,21,1,'417945',1979,0,49,64,34 
22,22,1,'417945',1979,0,49,65,33 
23,23,1,'417945',1979,0,42,54,29 
24,24,1,'417945',1979,0,40,53,26 
25,25,1,'417945',1979,0.42,48,55,40 
26,26,1,'417945',1979,0,57,67,46 
27,27,1,'417945',1979,0,50,58,41 
28,28,1,'417945',1979,0.05,41,47,34 
29,29,1,'417945',1979,0.27,39,42,36 
30,30,1,'417945',1979,0.01,49,61,37 
31,31,1,'417945',1979,0,39,48,29 
1,32,2,'417945',1979,0,37,45,29 
2,33,2,'417945',1979,0.06,48,53,42 
3,34,2,'417945',1979,0.17,55,59,50 
4,35,2,'417945',1979,0.36,48,50,46 
5,36,2,'417945',1979,0.24,43,46,39 
6,37,2,'417945',1979,0.31,51,62,40 
7,38,2,'417945',1979,0,51,60,41 
8,39,2,'417945',1979,0,56,73,39 
9,40,2,'417945',1979,0,41,51,30 
10,41,2,'417945',1979,0,46,61,30 
11,42,2,'417945',1979,0,58,72,43 
12,43,2,'417945',1979,0,63,74,52 
13,44,2,'417945',1979,0,65,77,52 
14,45,2,'417945',1979,0,68,81,54 
15,46,2,'417945',1979,0,65,80,49 
16,47,2,'417945',1979,0,41,49,33 
17,48,2,'417945',1979,0.01,33,35,30 
18,49,2,'417945',1979,0,38,44,31 
19,50,2,'417945',1979,0.01,36,43,29 
20,51,2,'417945',1979,0.05,52,63,41 
21,52,2,'417945',1979,0,52,64,39 
22,53,2,'417945',1979,0.02,71,78,64 
23,54,2,'417945',1979,0.15,69,78,59 
24,55,2,'417945',1979,0,59,71,47 
25,56,2,'417945',1979,0,53,66,39 
26,57,2,'417945',1979,0,52,68,35 
27,58,2,'417945',1979,0,61,71,50 
28,59,2,'417945',1979,0,65,80,49 
1,60,3,'417945',1979,0,60,77,43 
2,61,3,'417945',1979,0.42,68,77,58 
3,62,3,'417945',1979,0,63,75,50 
4,63,3,'417945',1979,0,53,65,40 
5,64,3,'417945',1979,0,53,69,37 
6,65,3,'417945',1979,0,56,76,36 
7,66,3,'417945',1979,0,63,83,43 
8,67,3,'417945',1979,0,65,84,45 
9,68,3,'417945',1979,0,71,82,59 
10,69,3,'417945',1979,0.39,55,62,48 
11,70,3,'417945',1979,0,55,62,47 
12,71,3,'417945',1979,0,58,70,45 
13,72,3,'417945',1979,0,70,80,59 
14,73,3,'417945',1979,0.01,67,73,61 
15,74,3,'417945',1979,1.01,55,62,48 
16,75,3,'417945',1979,0.37,55,61,48 
17,76,3,'417945',1979,0.07,65,69,61 
18,77,3,'417945',1979,0,75,80,69 
19,78,3,'417945',1979,0.15,73,78,68 
20,79,3,'417945',1979,0.18,68,74,61 
21,80,3,'417945',1979,0.23,67,73,61 
22,81,3,'417945',1979,0.45,68,78,58 
23,82,3,'417945',1979,0,60,72,48 
24,83,3,'417945',1979,0,57,72,42 
25,84,3,'417945',1979,0,59,78,39 
26,85,3,'417945',1979,0,64,80,48 
27,86,3,'417945',1979,0,68,73,63 
28,87,3,'417945',1979,0,72,75,68 
29,88,3,'417945',1979,0.09,72,72,71 
30,89,3,'417945',1979,0.16,67,72,62 
31,90,3,'417945',1979,0.02,69,76,61 
1,91,4,'417945',1979,0.07,67,74,59 
2,92,4,'417945',1979,0.16,57,59,55 
3,93,4,'417945',1979,0,58,65,51 
4,94,4,'417945',1979,0,63,74,51 
5,95,4,'417945',1979,0,62,77,46 
6,96,4,'417945',1979,0,65,77,52 
7,97,4,'417945',1979,0.04,69,73,65 
8,98,4,'417945',1979,0,74,78,70 
9,99,4,'417945',1979,0,68,73,63 
10,100,4,'417945',1979,0.04,73,77,69 
11,101,4,'417945',1979,0,72,84,60 
12,102,4,'417945',1979,0,71,84,58 
13,103,4,'417945',1979,0,71,83,59 
14,104,4,'417945',1979,0,68,83,53 
15,105,4,'417945',1979,0,73,84,61 
16,106,4,'417945',1979,0,76,83,69 
17,107,4,'417945',1979,1,72,75,68 
18,108,4,'417945',1979,0.01,77,84,70 
19,109,4,'417945',1979,0.33,75,80,69 
20,110,4,'417945',1979,1.34,75,84,66 
21,111,4,'417945',1979,0.72,70,75,64 
22,112,4,'417945',1979,0,71,80,61 
23,113,4,'417945',1979,0,71,81,60 
24,114,4,'417945',1979,0,72,84,59 
25,115,4,'417945',1979,0,76,87,65 
26,116,4,'417945',1979,0,70,79,61 
27,117,4,'417945',1979,0,68,79,56 
28,118,4,'417945',1979,0,71,78,63 
29,119,4,'417945',1979,1.63,70,76,64 
30,120,4,'417945',1979,0,71,78,64 
1,121,5,'417945',1979,0.03,73,76,69 
2,122,5,'417945',1979,0.01,74,77,71 
3,123,5,'417945',1979,0.02,73,80,65 
4,124,5,'417945',1979,0,63,72,54 
5,125,5,'417945',1979,0,63,77,48 
6,126,5,'417945',1979,0,66,80,52 
7,127,5,'417945',1979,0,76,86,65 
8,128,5,'417945',1979,0,80,85,74 
9,129,5,'417945',1979,0,80,84,76 
10,130,5,'417945',1979,0.01,80,84,76 
11,131,5,'417945',1979,0.77,70,80,60 
12,132,5,'417945',1979,0,66,78,53 
13,133,5,'417945',1979,0,68,82,53 
14,134,5,'417945',1979,0,68,83,52 
15,135,5,'417945',1979,0,70,83,57 
16,136,5,'417945',1979,0,70,83,57 
17,137,5,'417945',1979,0,75,83,66 
18,138,5,'417945',1979,0,78,86,70 
19,139,5,'417945',1979,0,79,86,72 
20,140,5,'417945',1979,0.08,80,84,75 
21,141,5,'417945',1979,0,79,85,73 
22,142,5,'417945',1979,0.64,74,84,64 
23,143,5,'417945',1979,0,75,85,64 
24,144,5,'417945',1979,0,74,86,62 
25,145,5,'417945',1979,0,72,81,63 
26,146,5,'417945',1979,0,74,85,62 
27,147,5,'417945',1979,0.28,78,86,70 
28,148,5,'417945',1979,0.12,77,85,68 
29,149,5,'417945',1979,0,82,89,74 
30,150,5,'417945',1979,0.02,82,91,73 
31,151,5,'417945',1979,0,77,86,68 
1,152,6,'417945',1979,3.87,75,80,70 
2,153,6,'417945',1979,0.13,78,83,72 
3,154,6,'417945',1979,0,80,86,74 
4,155,6,'417945',1979,0.03,79,82,75 
5,156,6,'417945',1979,1.5,77,82,72 
6,157,6,'417945',1979,0,83,89,76 
7,158,6,'417945',1979,0.04,85,91,79 
8,159,6,'417945',1979,0.02,84,89,78 
9,160,6,'417945',1979,0,83,89,76 
10,161,6,'417945',1979,0,75,80,70 
11,162,6,'417945',1979,0,73,82,64 
12,163,6,'417945',1979,0,72,84,60 
13,164,6,'417945',1979,0,73,87,59 
14,165,6,'417945',1979,0,75,87,63 
15,166,6,'417945',1979,0,75,86,64 
16,167,6,'417945',1979,0,79,88,70 
17,168,6,'417945',1979,0,81,88,74 
18,169,6,'417945',1979,0,84,91,76 
19,170,6,'417945',1979,0,85,92,78 
20,171,6,'417945',1979,0,86,93,79 
21,172,6,'417945',1979,0,86,92,79 
22,173,6,'417945',1979,0,85,91,79 
23,174,6,'417945',1979,0,84,90,77 
24,175,6,'417945',1979,0,85,92,77 
25,176,6,'417945',1979,0,86,92,79 
26,177,6,'417945',1979,0,86,92,79 
27,178,6,'417945',1979,0,83,91,75 
28,179,6,'417945',1979,0,85,92,77 
29,180,6,'417945',1979,0,85,94,75 
30,181,6,'417945',1979,0,85,94,75 
1,182,7,'417945',1979,0,86,94,77 
2,183,7,'417945',1979,0,86,94,78 
3,184,7,'417945',1979,0,87,94,80 
4,185,7,'417945',1979,0.03,85,93,77 
5,186,7,'417945',1979,1.85,81,85,76 
6,187,7,'417945',1979,0,84,90,77 
7,188,7,'417945',1979,0.05,85,91,79 
8,189,7,'417945',1979,0,85,92,78 
9,190,7,'417945',1979,0,86,92,79 
10,191,7,'417945',1979,0.39,85,93,76 
11,192,7,'417945',1979,0,82,92,71 
12,193,7,'417945',1979,0,84,92,75 
13,194,7,'417945',1979,0,87,93,80 
14,195,7,'417945',1979,0.05,87,92,81 
15,196,7,'417945',1979,0,88,94,81 
16,197,7,'417945',1979,0,89,98,79 
17,198,7,'417945',1979,0,88,97,78 
18,199,7,'417945',1979,2.7,81,88,74 
19,200,7,'417945',1979,0,82,87,77 
20,201,7,'417945',1979,0.13,81,86,75 
21,202,7,'417945',1979,0,84,93,75 
22,203,7,'417945',1979,0,87,96,78 
23,204,7,'417945',1979,0,85,94,75 
24,205,7,'417945',1979,0,87,96,78 
25,206,7,'417945',1979,0,88,98,78 
26,207,7,'417945',1979,0.17,85,93,77 
27,208,7,'417945',1979,1.98,78,82,73 
28,209,7,'417945',1979,0.03,85,92,78 
29,210,7,'417945',1979,0,85,92,78 
30,211,7,'417945',1979,0,85,93,77 
31,212,7,'417945',1979,0,86,92,79 
1,213,8,'417945',1979,0,86,92,79 
2,214,8,'417945',1979,0,85,92,78 
3,215,8,'417945',1979,0,85,92,77 
4,216,8,'417945',1979,0,84,93,74 
5,217,8,'417945',1979,0,84,93,74 
6,218,8,'417945',1979,0,84,93,75 
7,219,8,'417945',1979,0,84,93,74 
8,220,8,'417945',1979,0,85,93,76 
9,221,8,'417945',1979,0,85,94,75 
10,222,8,'417945',1979,0,88,96,79 
